discoverymethod,description,periastrontime,discoveryyear,eccentricity,semimajoraxis,period,name,mass,periastron,list,lastupdate
transit,"CoRoT-22 b is a transiting exoplanet discovered by the European CoRoT space mission. The planetary nature of this object has been validated by a full Bayesian analysis including observing constraints from radial-velocity spectroscopy, adaptive optics imaging and the CoRoT transit shape, as well as from priors on stellar populations, planet and multiple stellar systems frequency.",,2014,0.077,0.092,9.75598,CoRoT-22 b,0.0383853003178,210.0,Confirmed planets,14/08/28
transit,,,2011,0.16,0.0477,3.6314,CoRoT-23 b,2.8,,Confirmed planets,11/09/20
transit,CoRoT-24 is the first multiplanetary system discovered by the CoRoT mission. The probability that the observations are caused by transiting Neptune-sized planets is 26 times more likely than a blend scenario.,,2014,0,0.056,5.1134,CoRoT-24 b,,,Confirmed planets,14/06/08
transit,CoRoT-24 is the first multiplanetary system discovered by the CoRoT mission. The probability that the observations are caused by transiting Neptune-sized planets is 26 times more likely than a blend scenario.,,2014,0,0.098,11.759,CoRoT-24 c,0.088,,Confirmed planets,14/06/08
transit,,,2013,0,0.0578,4.86069,CoRoT-25 b,0.27,,Confirmed planets,13/05/24
transit,,,2013,0,0.0526,4.20474,CoRoT-26 b,0.52,,Confirmed planets,13/05/24
transit,CoRoT-27b is a massive and dense planet on a short period orbit. It was discovered by the European space mission CoRoT.,,2014,,0.0476,3.57532,CoRoT-27 b,10.39,,Confirmed planets,14/01/07
transit,CoRoT-28 b is a Jupiter-sized planet orbiting an evolved star. It was discovered by the European space mission CoRoT.,,2015,0.047,0.0590,5.20851,CoRoT-28 b,0.484,,Confirmed planets,15/04/07
transit,CoRoT-29 b is a Jupiter-sized planet orbiting an oblate star. It was discovered by the European space mission CoRoT. The transits were originally announced by Cabrera et al. (2015) to be asymmetric but this was not confirmed by the follow-up study of Pallé et al. (2016),,2015,,0.0357,2.8505615,CoRoT-29 b,0.85,,Confirmed planets,17/11/29
transit,,,2007,0.0,0.0281,1.7429964,CoRoT-2 b,3.31,,Confirmed planets,12/04/05
transit,This planet was discovered by Bordé et al. 2020. The discovery was made with a space based telescope (0.27 m CoRoT Telescope). The parameters listed here are those reported by Bordé et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2020,0.007000,0.084400,9.06005000,CoRoT-30 b,2.90000,178.1000,Confirmed planets,20/04/16
transit,This planet was discovered by Bordé et al. 2020. The discovery was made with a space based telescope (0.27 m CoRoT Telescope). The parameters listed here are those reported by Bordé et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2020,0.020000,0.058600,4.62941000,CoRoT-31 b,0.84000,303.6000,Confirmed planets,20/04/16
transit,The parameters listed here were imported into the Open Exoplanet Catalogue from the exoplanet.eu website.,,2022,0.0,0.0429,3.22748,CoRoT-35 b,1.1,,Confirmed planets,22/07/19
transit,The parameters listed here were imported into the Open Exoplanet Catalogue from the exoplanet.eu website.,,2022,0.0,0.066,5.616531,CoRoT-36 b,0.68,,Confirmed planets,22/07/19
transit,,,2008,0.0,0.057,4.25680,CoRoT-3 b,21.66,,Confirmed planets,12/04/05
transit,,,2008,0.0,0.09,9.20205,CoRoT-4 b,0.72,,Confirmed planets,08/11/27
transit,CoRoT 6 is an F-type star in the constellation Monoceros.,,2008,0.09,0.04947,4.0378962,CoRoT-5 b,0.467,,Confirmed planets,09/07/18
transit,,,2009,,0.0855,8.886593,CoRoT-6 b,2.96,,Confirmed planets,10/01/11
transit,This planet was discovered by Leger et al. 2009. The discovery was made with a space based telescope (0.27 m CoRoT Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2009,0.000000,0.017016,0.85359163,CoRoT-7 b,0.01283,160.0000,Confirmed planets,22/09/15
RV,This planet was discovered by Queloz et al. 2009. The discovery was made with a space based telescope (0.27 m CoRoT Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2009,0.000000,0.046000,3.69800000,CoRoT-7 c,0.02643,180.0000,Confirmed planets,22/09/15
RV,This planet was discovered by John et al. 2022. This was a ground based discovery. The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2022,,,8.96600000,CoRoT-7 d,0.05393,,Confirmed planets,22/09/15
transit,,,2010,0.0,0.063,6.21229,CoRoT-8 b,0.22,,Confirmed planets,10/06/14
transit,The star CoRoT 9 is located in the constellation Serpens. The density of the planet is approximately that of water.,,2010,0.11,0.407,95.2738,CoRoT-9 b,0.84,,Confirmed planets,10/03/17
transit,This planet was discovered by Boufleur et al. 2018. The discovery was made with a space based telescope (0.27 m CoRoT Telescope). The parameters listed here are those reported by Boufleur et al. 2018 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2017,,0.071000,6.71837000,CoRoTID 223977153 b,0.15000,,Confirmed planets,17/09/15
imaging,CT Chamaeleontis is a pre-main sequence T Tauri star. The companion might be a brown dwarf due to its large mass. There is evidence for material accreting onto the object at around 6×10^-10 solar masses per year.,,2008,,,,CT Cha B,,,Confirmed planets,15/06/08
timing,This planet was discovered by Han et al. 2018. This was a ground based discovery. The parameters listed here are those reported by Han et al. 2018 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2018,0.000000,5.750000,4098.10000000,DE CVn b,12.00000,,Confirmed planets,19/07/11
imaging,,,2005,,,,DH Tau B,12,,Confirmed planets,11/03/08
RV,This planet was discovered by Staab et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Staab et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.083000,0.146200,18.57000000,DMPP-1 b,0.07636,,Confirmed planets,20/01/30
RV,This planet was discovered by Staab et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Staab et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.057000,0.073300,6.58400000,DMPP-1 c,0.03020,,Confirmed planets,20/01/30
RV,This planet was discovered by Staab et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Staab et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.070000,0.042200,2.88200000,DMPP-1 d,0.01054,,Confirmed planets,20/01/30
RV,This planet was discovered by Staab et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Staab et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.070000,0.065100,5.51600000,DMPP-1 e,0.01299,,Confirmed planets,20/01/30
RV,This planet was discovered by Haswell et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Haswell et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.078000,0.066400,5.20720000,DMPP-2 b,0.43700,,Confirmed planets,20/01/30
RV,This planet was discovered by Barnes et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Barnes et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.140000,0.066200,6.67320000,DMPP-3 A b,0.00812,80.5700,Confirmed planets,20/01/30
timing,DP Leonis is an eclipsing binary system.,,2009,0.39,8.19,10230,DP Leo b,6.05,,Confirmed planets,10/11/18
transit,This planet was discovered by Newton et al. 2019. The discovery was made with a space based telescope (0.1 m TESS Telescope). The parameters listed here are those reported by Newton et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,0.000000,,8.13826800,DS Tuc A b,,,Confirmed planets,19/07/11
transit,This planet was discovered by del Ser & Fors 2020. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by del Ser & Fors 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2020,0.000000,0.034900,6.79870000,EPIC 201170410 b,,,Confirmed planets,20/11/19
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0777,10.00329,EPIC 201208431 b,,,Confirmed planets,15/07/07
transit,This planet was discovered by Heller et al. 2019. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Heller et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,,,28.16560000,EPIC 201238110 b,,,Confirmed planets,19/06/13
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,0.12,,5.65639,EPIC 201295312 b,,,Confirmed planets,16/03/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0818,10.93241,EPIC 201338508 c,,,Confirmed planets,15/12/06
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0532,5.73594,EPIC 201338508 b,,,Confirmed planets,15/12/06
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.1898,30.94191,EPIC 201384232 b,,,Confirmed planets,18/07/24
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.1814,28.67992,EPIC 201393098 b,,,Confirmed planets,15/07/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.1408,19.15344,EPIC 201403446 b,,,Controversial,18/07/24
transit,This planet was discovered by Adams et al. 2021. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,,,0.72091000,EPIC 201427007 b,0.00899,,Confirmed planets,22/09/15
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0856,10.35239,EPIC 201445392 b,,,Confirmed planets,15/12/06
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0532,5.06416,EPIC 201445392 c,,,Confirmed planets,15/07/07
transit,"K2-9b was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1. It receives approximately Earth-like insolation and has a radius intermediate between that of Earth and Neptune. The orbit most likely has a low eccentricity.",,2015,,0.091,18.4498,EPIC 201465501 b,,,Confirmed planets,16/01/21
transit,This planet was discovered by Heller et al. 2019. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Heller et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2019,,,2.13174000,EPIC 201497682 b,,,Confirmed planets,19/06/13
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,0.095,0.0971,11.90715,EPIC 201505350 c,0.0500,237,Confirmed planets,15/12/06
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,0.119,0.0740,7.91940,EPIC 201505350 b,0.138,179,Confirmed planets,15/12/06
transit,This planet was announced as part of a batch of 149 validated planets from the K2 mission.,,2015,,0.0344,2.50856,EPIC 201505350 d,,,Confirmed planets,18/07/24
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,0.16,,6.77145,EPIC 201546283 b,0.09156,,Confirmed planets,16/03/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,0.120000,0.055,5.608352,EPIC 201549860 b,,41.1600000,Confirmed planets,17/12/19
transit,,,2016,0.130000,0.031,2.399964,EPIC 201549860 c,,-74.5500000,Confirmed planets,17/12/19
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0669,8.6381,EPIC 201565013 b,,,Controversial,15/07/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,0.31,,19.3044,EPIC 201577035 b,0.0850,,Confirmed planets,16/03/07
transit,This planet was discovered by Adams et al. 2021. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,,,0.87721400,EPIC 201595106 b,0.00705,,Confirmed planets,22/09/15
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.2257,39.93767,EPIC 201596316 b,,,Confirmed planets,15/07/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0802,8.28212,EPIC 201613023 b,,,Confirmed planets,18/07/24
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0586,7.28161,EPIC 201617985 b,,,Controversial,15/07/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.2114,39.91488,EPIC 201629650 b,,,Confirmed planets,15/07/07
transit,"This planet was discovered by the Kepler spacecraft during its extended K2 mission, Campaign 1.",,2015,,0.0627,8.36802,EPIC 201635569 b,,,Confirmed planets,15/07/07
transit,EPIC 201637175 b is a disintegrating planet orbiting the primary star of a binary system. It exhibits highly variable transit depths due to dust trails ejected from the planet.,,2015,,0.0088,0.381071,EPIC 201637175 b,,,Confirmed planets,15/05/03
